municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Casarrubuelos;2020/09/08 11:03:00;;26,47;7;185,28;62;1641,08;360
Cenicientos;2020/09/08 11:03:00;;98,38;12;590,26;56;2754,55;376
Cercedilla;2020/09/08 11:03:00;;42,7;21;298,89;176;2504,98;382
Cervera de Buitrago;2020/09/08 11:03:00;;0;;0;;2000;395
Ciempozuelos;2020/09/08 11:03:00;7;28,46;75;304,98;472;1919,32;409
Cobeña;2020/09/08 11:03:00;;0;30;403,88;149;2005,92;416
Colmenar del Arroyo;2020/09/08 11:03:00;;115,94;14;811,59;69;4000;421
Colmenar de Oreja;2020/09/08 11:03:00;;24,9;17;211,65;78;971,12;437
Colmenarejo;2020/09/08 11:03:00;;21,91;32;350,49;107;1171,96;442
Colmenar Viejo;2020/09/08 11:03:00;14;27,59;194;382,25;828;1631,46;455
Collado Mediano;2020/09/08 11:03:00;;0;19;273,07;66;948,55;468
Collado Villalba;2020/09/08 11:03:00;16;25,13;258;405,16;1138;1787,09;474
Corpa;2020/09/08 11:03:00;;0;;140,25;7;981,77;480
Coslada;2020/09/08 11:03:00;54;66,13;297;363,7;1662;2035,24;493
Cubas de la Sagra;2020/09/08 11:03:00;;31,19;34;530,17;125;1949,17;506
Chapinería;2020/09/08 11:03:00;;0;6;257,73;18;773,2;513
Chinchón;2020/09/08 11:03:00;;0;9;168,82;58;1087,98;528
Daganzo de Arriba;2020/09/08 11:03:00;;0;31;303,77;122;1195,49;534
El Escorial;2020/09/08 11:03:00;;12,37;39;241,31;243;1503,53;549
Estremera;2020/09/08 11:03:00;;0;;0;17;1349,21;552
Fresnedillas de la Oliva;2020/09/08 11:03:00;;63,61;;254,45;25;1590,33;565
Fresno de Torote;2020/09/08 11:03:00;;0;14;630,35;33;1485,82;571
Fuenlabrada;2020/09/08 11:03:00;141;72,79;1384;714,51;4580;2364,48;587
Fuente el Saz de Jarama;2020/09/08 11:03:00;;0;37;552,57;206;3076,46;590
Fuentidueña de Tajo;2020/09/08 11:03:00;;0;;194,84;34;1656,11;604
Galapagar;2020/09/08 11:03:00;19;56,31;166;491,97;603;1787,09;611
Garganta de los Montes;2020/09/08 11:03:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/09/08 11:03:00;;0;;316,46;;1265,82;632
Gascones;2020/09/08 11:03:00;;0;;0;;518,13;647
Getafe;2020/09/08 11:03:00;142;77,44;996;543,15;3560;1941,39;650
Griñón;2020/09/08 11:03:00;6;58,15;43;416,71;205;1986,63;663
Guadalix de la Sierra;2020/09/08 11:03:00;;0;9;144,83;70;1126,49;679
Guadarrama;2020/09/08 11:03:00;6;37,43;31;193,36;306;1908,68;685
La Hiruela;2020/09/08 11:03:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/09/08 11:03:00;;0;;0;;2758,62;702
Hoyo de Manzanares;2020/09/08 11:03:00;;11,86;24;284,56;89;1055,25;724
Humanes de Madrid;2020/09/08 11:03:00;14;70,91;185;937,04;439;2223,57;730
Leganés;2020/09/08 11:03:00;122;64,26;659;347,1;4898;2579,78;745
Loeches;2020/09/08 11:03:00;;34,13;17;193,38;117;1330,91;758
Lozoya;2020/09/08 11:03:00;;0;;0;;172,12;761
Majadahonda;2020/09/08 11:03:00;29;40,38;318;442,74;1341;1867,01;800
Manzanares El Real;2020/09/08 11:03:00;;33,94;39;441,18;103;1165,16;822
Meco;2020/09/08 11:03:00;;20,97;37;258,65;232;1621,81;838
Mejorada del Campo;2020/09/08 11:03:00;17;73,04;84;360,92;399;1714,36;843
Miraflores de la Sierra;2020/09/08 11:03:00;;0;14;229,21;64;1047,81;856
El Molar;2020/09/08 11:03:00;;22,38;33;369,21;93;1040,5;869
Los Molinos;2020/09/08 11:03:00;;22,78;15;341,76;93;2118,93;875
Montejo de la Sierra;2020/09/08 11:03:00;;0;;283,29;7;1983;881
Moraleja de Enmedio;2020/09/08 11:03:00;;77,88;43;837,23;88;1713,4;894
Moralzarzal;2020/09/08 11:03:00;;7,68;41;314,76;146;1120,84;908
Morata de Tajuña;2020/09/08 11:03:00;13;169,2;38;494,6;200;2603,15;915
Móstoles;2020/09/08 11:03:00;81;38,72;877;419,25;4680;2237,26;920
Navacerrada;2020/09/08 11:03:00;;0;10;336,47;41;1379,54;936
Navalafuente;2020/09/08 11:03:00;;0;9;621,12;27;1863,35;941
Navalagamella;2020/09/08 11:03:00;;0;12;459,77;24;919,54;954
Navalcarnero;2020/09/08 11:03:00;;10,24;71;242,34;368;1256,06;967
Navarredonda y San Mamés;2020/09/08 11:03:00;;0;;0;;2325,58;973
Navas del Rey;2020/09/08 11:03:00;;0;7;239,89;95;3255,65;992
Madrid-Centro;2020/09/08 11:03:00;129;95,66;901;668,16;3095;2295,18;79601
Madrid-Arganzuela;2020/09/08 11:03:00;115;74,77;865;562,41;3643;2368,61;79602
Madrid-Retiro;2020/09/08 11:03:00;91;76,27;425;356,19;2702;2264,56;79603
Madrid-Salamanca;2020/09/08 11:03:00;91;62,28;580;396,98;3013;2062,23;79604
Madrid-Chamartín;2020/09/08 11:03:00;85;58,28;611;418,93;3069;2104,23;79605
Madrid-Tetuán;2020/09/08 11:03:00;79;49,99;810;512,58;3955;2502,8;79606
Madrid-Chamberí;2020/09/08 11:03:00;63;45,2;365;261,88;2723;1953,67;79607
Madrid-Fuencarral-El Pardo;2020/09/08 11:03:00;58;23,58;825;335,45;5063;2058,64;79608
Madrid-Moncloa-Aravaca;2020/09/08 11:03:00;59;49,41;506;423,72;2638;2209,03;79609
Madrid-Latina;2020/09/08 11:03:00;151;63,39;958;402,15;5572;2339,03;79610
Madrid-Carabanchel;2020/09/08 11:03:00;407;160,81;2040;806,01;7570;2990,92;79611
Madrid-Usera;2020/09/08 11:03:00;285;203,95;1388;993,27;4833;3458,54;79612
Madrid-Puente de Vallecas;2020/09/08 11:03:00;462;196,72;2533;1078,53;9033;3846,17;79613
Madrid-Moratalaz;2020/09/08 11:03:00;120;126,89;529;559,37;2557;2703,82;79614
Madrid-Ciudad Lineal;2020/09/08 11:03:00;172;79,53;1445;668,1;5345;2471,29;79615
Madrid-Hortaleza;2020/09/08 11:03:00;53;28,16;732;388,97;3579;1901,83;79616
Madrid-Villaverde;2020/09/08 11:03:00;271;181,95;1426;957,39;4699;3154,83;79617
Madrid-Villa de Vallecas;2020/09/08 11:03:00;105;95,14;715;647,85;2821;2556,06;79618
Madrid-Vicálvaro;2020/09/08 11:03:00;83;115,13;378;524,34;1739;2412,23;79619
Madrid-San Blas - Canillejas;2020/09/08 11:03:00;78;49,32;925;584,92;3373;2132,89;79620
Madrid-Barajas;2020/09/08 11:03:00;9;18,39;249;508,73;910;1859,23;79621
Puebla de la Sierra;2020/09/01 09:33:00;;0;;0;;0;
Robregordo;2020/09/01 09:33:00;;0;;0;;0;
Alameda del Valle;2020/09/01 09:33:00;;0;;0;;0;
Madarcos;2020/09/01 09:33:00;;0;;0;;0;
Prádena del Rincón;2020/09/01 09:33:00;;0;;0;;0;
La Acebeda;2020/09/01 09:33:00;;0;;0;;0;
El Atazar;2020/09/01 09:33:00;;0;;0;;0;
Horcajuelo de la Sierra;2020/09/01 09:33:00;;0;;0;;0;
Pozuelo de Alarcón;2020/09/01 09:33:00;40;46,28;281;325,15;1379;1595,66;1150
San Agustín del Guadalix;2020/09/01 09:33:00;;22,42;40;298,98;173;1293,07;1296
Las Rozas de Madrid;2020/09/01 09:33:00;28;29,22;195;203,52;1273;1328,62;1277
Valdaracete;2020/09/01 09:33:00;;328,41;7;1149,43;15;2463,05;1551
Pozuelo del Rey;2020/09/01 09:33:00;;0;;0;5;435,92;1163
Ajalvir;2020/09/01 09:33:00;;0;6;127,33;48;1018,68;29
Perales de Tajuña;2020/09/01 09:33:00;;68,14;19;647,36;46;1567,29;1104
Valdemorillo;2020/09/01 09:33:00;24;191,72;67;535,23;143;1142,36;1603
Velilla de San Antonio;2020/09/01 09:33:00;9;73,55;42;343,25;176;1438,38;1678
Villanueva de la Cañada;2020/09/01 09:33:00;8;37,3;48;223,83;256;1193,75;1760
Villanueva del Pardillo;2020/09/01 09:33:00;5;29,1;58;337,6;213;1239,81;1776
Nuevo Baztán;2020/09/01 09:33:00;;31,87;18;286,81;74;1179,09;1006
Villamantilla;2020/09/01 09:33:00;;0;;277,59;12;832,76;1757
Villamanta;2020/09/01 09:33:00;;39,14;6;234,83;25;978,47;1744
El Álamo;2020/09/01 09:33:00;6;63,36;26;274,55;161;1700,11;40
Puentes Viejas;2020/09/01 09:33:00;;0;;0;;441,83;9020
Santorcaz;2020/09/01 09:33:00;;0;;112,87;9;1015,8;1369
Venturada;2020/09/01 09:33:00;;0;8;369,86;13;601,02;1697
Alcalá de Henares;2020/09/01 09:33:00;40;20,44;543;277,54;3599;1839,52;53
Pinilla del Valle;2020/09/01 09:33:00;;0;;523,56;;523,56;1126
Valdemaqueda;2020/09/01 09:33:00;;0;;0;5;640,2;1599
Olmeda de las Fuentes;2020/09/01 09:33:00;;0;;574,71;6;1724,14;1013
Pinto;2020/09/01 09:33:00;20;38,08;119;226,55;599;1140,39;1132
Los Santos de la Humosa;2020/09/01 09:33:00;;38,61;11;424,71;42;1621,62;1375
Alcobendas;2020/09/01 09:33:00;76;64,94;916;782,64;2508;2142,86;66
Pelayos de la Presa;2020/09/01 09:33:00;5;192,6;21;808,94;50;1926,04;1090
Alcorcón;2020/09/01 09:33:00;126;73,89;649;380,61;3218;1887,24;72
Talamanca de Jarama;2020/09/01 09:33:00;;0;11;285,2;84;2177,86;1454
San Lorenzo de El Escorial;2020/09/01 09:33:00;11;59,88;43;234,09;219;1192,23;1317
San Martín de la Vega;2020/09/01 09:33:00;;15,65;59;307,77;299;1559,73;1322
Parla;2020/09/01 09:33:00;168;129,11;990;760,81;2390;1836,71;1065
Aldea del Fresno;2020/09/01 09:33:00;;0;;70,47;70;2466,53;88
Torremocha de Jarama;2020/09/01 09:33:00;;98,14;;392,54;18;1766,44;1533
Algete;2020/09/01 09:33:00;9;43,67;95;460,92;322;1562,27;91
Soto del Real;2020/09/01 09:33:00;;11,36;15;170,47;112;1272,87;1441
Valverde de Alcalá;2020/09/01 09:33:00;;0;;215,05;9;1935,48;1662
Valdeolmos-Alalpardo;2020/09/01 09:33:00;;72,53;15;362,67;31;749,52;1625
Valdeavero;2020/09/01 09:33:00;;0;;0;14;900,9;1564
Villamanrique de Tajo;2020/09/01 09:33:00;;0;;142,25;5;711,24;1739
Valdilecha;2020/09/01 09:33:00;;68,19;18;613,71;52;1772,93;1659
Pezuela de las Torres;2020/09/01 09:33:00;;0;;0;;237,53;1111
Alpedrete;2020/09/01 09:33:00;;13,72;19;130,36;205;1406,52;105
Villar del Olmo;2020/09/01 09:33:00;;49,73;;99,45;15;745,9;1795
San Martín de Valdeiglesias;2020/09/01 09:33:00;;0;23;271,9;155;1832,37;1338
Torrelodones;2020/09/01 09:33:00;9;37,95;61;257,2;462;1947,97;1527
Torrejón de Velasco;2020/09/01 09:33:00;;22,82;16;365,13;51;1163,85;1505
Ambite;2020/09/01 09:33:00;;0;;337,84;10;1689,19;112
Villanueva de Perales;2020/09/01 09:33:00;;0;;0;5;319,9;1782
Tielmes;2020/09/01 09:33:00;;75,47;31;1169,81;80;3018,87;1467
San Sebastián de los Reyes;2020/09/01 09:33:00;38;42,56;470;526,46;1525;1708,19;1343
Torrejón de la Calzada;2020/09/01 09:33:00;;33,81;37;417,04;106;1194,77;1492
Zarzalejo;2020/09/01 09:33:00;;60,31;6;361,88;53;3196,62;1837
Anchuelo;2020/09/01 09:33:00;;0;;236,03;14;1101,49;127
Valdelaguna;2020/09/01 09:33:00;;0;;426,89;6;640,34;1570
Valdepiélagos;2020/09/01 09:33:00;;0;;171,23;;342,47;1631
Aranjuez;2020/09/01 09:33:00;47;78,85;224;375,79;820;1375,68;133
Paracuellos de Jarama;2020/09/01 09:33:00;6;23,74;83;328,47;258;1021,01;1049
El Vellón;2020/09/01 09:33:00;;51,07;8;408,58;28;1430,03;1684
Villavieja del Lozoya;2020/09/01 09:33:00;;0;;1185,77;;1185,77;1821
Sevilla la Nueva;2020/09/01 09:33:00;;10,73;25;268,3;197;2114,19;1415
Redueña;2020/09/01 09:33:00;;0;;1538,46;6;2307,69;1219
Robledillo de la Jara;2020/09/01 09:33:00;;0;;0;;1250;1245
La Serna del Monte;2020/09/01 09:33:00;;0;;1234,57;;2469,14;1381
Arganda del Rey;2020/09/01 09:33:00;51;92,08;187;337,61;762;1375,72;148
Rozas de Puerto Real;2020/09/01 09:33:00;;0;;0;5;943,4;1283
Valdemanco;2020/09/01 09:33:00;;0;;437,64;6;656,46;1586
Arroyomolinos;2020/09/01 09:33:00;;9,56;55;175,18;323;1028,79;151
Titulcia;2020/09/01 09:33:00;;0;;0;10;761,61;1473
Villa del Prado;2020/09/01 09:33:00;7;107,36;89;1365,03;245;3757,67;1718
Lozoyuela-Navas-Sieteiglesias;2020/09/01 09:33:00;;0;7;538,88;12;923,79;9015
Quijorna;2020/09/01 09:33:00;;0;6;174,47;51;1482,99;1198
Valdemoro;2020/09/01 09:33:00;10;13,16;154;202,68;1188;1563,51;1610
Tres Cantos;2020/09/01 09:33:00;;6,29;85;178,11;611;1280,33;9036
Torrelaguna;2020/09/01 09:33:00;;84,03;23;483,19;57;1197,48;1512
Rivas-Vaciamadrid;2020/09/01 09:33:00;92;104,37;337;382,3;1165;1321,61;1230
Pedrezuela;2020/09/01 09:33:00;;33,94;11;186,69;56;950,44;1087
Santa María de la Alameda;2020/09/01 09:33:00;;79,74;6;478,47;13;1036,68;1356
Villarejo de Salvanés;2020/09/01 09:33:00;8;109,07;33;449,9;91;1240,63;1809
Serranillos del Valle;2020/09/01 09:33:00;;0;18;432,17;71;1704,68;1408
Villaviciosa de Odón;2020/09/01 09:33:00;10;35,93;74;265,85;347;1246,63;1816
Batres;2020/09/01 09:33:00;;0;;59,38;12;712,59;170
Robledo de Chavela;2020/09/01 09:33:00;;23,42;5;117,1;42;983,61;1258
Patones;2020/09/01 09:33:00;;184,84;;554,53;20;3696,86;1071
Rascafría;2020/09/01 09:33:00;;0;12;721,15;19;1141,83;1202
San Fernando de Henares;2020/09/01 09:33:00;21;53,26;107;271,35;648;1643,34;1300
Villalbilla;2020/09/01 09:33:00;;7,21;15;108,08;129;929,53;1723
Torrejón de Ardoz;2020/09/01 09:33:00;21;15,98;577;439,2;2479;1886,95;1489
Becerril de la Sierra;2020/09/01 09:33:00;;35;15;262,51;68;1190,06;186
Piñuécar-Gandullas;2020/09/01 09:33:00;;0;;540,54;;1081,08;1147
Torres de la Alameda;2020/09/01 09:33:00;;0;10;128,55;123;1581,18;1548
Somosierra;2020/09/01 09:33:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/09/01 09:33:00;;0;;0;26;2090,03;1028
Ribatejada;2020/09/01 09:33:00;;0;;127,71;;383,14;1224
Villaconejos;2020/09/01 09:33:00;;0;7;206,61;21;619,83;1701
Belmonte de Tajo;2020/09/01 09:33:00;;180,29;8;480,77;16;961,54;199
Valdetorres de Jarama;2020/09/01 09:33:00;;0;13;289,08;38;845,01;1646
Berzosa del Lozoya;2020/09/01 09:33:00;;0;;975,61;;1951,22;203
El Berrueco;2020/09/01 09:33:00;;131,58;;263,16;14;1842,11;210
Boadilla del Monte;2020/09/01 09:33:00;18;32,99;107;196,08;622;1139,82;225
El Boalo;2020/09/01 09:33:00;;26,64;8;106,55;72;958,98;231
Braojos;2020/09/01 09:33:00;;0;;0;;975,61;246
Brea de Tajo;2020/09/01 09:33:00;;0;;763,36;12;2290,08;259
Brunete;2020/09/01 09:33:00;;0;18;167,66;158;1471,68;262
Buitrago del Lozoya;2020/09/01 09:33:00;;53,08;19;1008,49;43;2282,38;278
Bustarviejo;2020/09/01 09:33:00;;39,95;;39,95;13;519,38;284
Cabanillas de la Sierra;2020/09/01 09:33:00;;0;6;793,65;17;2248,68;297
La Cabrera;2020/09/01 09:33:00;;112,49;12;449,94;28;1049,87;301
Cadalso de los Vidrios;2020/09/01 09:33:00;;0;;98,72;21;691,02;318
Camarma de Esteruelas;2020/09/01 09:33:00;;0;13;177,21;69;940,57;323
Campo Real;2020/09/01 09:33:00;;64,41;41;660,23;92;1481,48;339
Canencia;2020/09/01 09:33:00;;0;;0;;671,14;344
Carabaña;2020/09/01 09:33:00;;199;10;497,51;25;1243,78;357
Casarrubuelos;2020/09/01 09:33:00;;26,47;17;449,97;59;1561,67;360
Cenicientos;2020/09/01 09:33:00;;98,38;13;639,45;55;2705,36;376
Cercedilla;2020/09/01 09:33:00;;42,7;22;313,12;167;2376,89;382
Cervera de Buitrago;2020/09/01 09:33:00;;0;;0;;2000;395
Ciempozuelos;2020/09/01 09:33:00;;8,13;76;309,04;426;1732,27;409
Cobeña;2020/09/01 09:33:00;;26,93;27;363,49;130;1750,13;416
Colmenar del Arroyo;2020/09/01 09:33:00;;115,94;7;405,8;62;3594,2;421
Colmenar de Oreja;2020/09/01 09:33:00;7;87,15;30;373,51;70;871,51;437
Colmenarejo;2020/09/01 09:33:00;9;98,58;34;372,4;94;1029,57;442
Colmenar Viejo;2020/09/01 09:33:00;15;29,56;145;285,7;718;1414,72;455
Collado Mediano;2020/09/01 09:33:00;;0;12;172,46;52;747,34;468
Collado Villalba;2020/09/01 09:33:00;31;48,68;210;329,78;978;1535,83;474
Corpa;2020/09/01 09:33:00;;0;;140,25;7;981,77;480
Coslada;2020/09/01 09:33:00;57;69,8;371;454,32;1486;1819,72;493
Cubas de la Sagra;2020/09/01 09:33:00;5;77,97;22;343,05;92;1434,59;506
Chapinería;2020/09/01 09:33:00;;0;;128,87;15;644,33;513
Chinchón;2020/09/01 09:33:00;;0;16;300,13;55;1031,7;528
Daganzo de Arriba;2020/09/01 09:33:00;;0;28;274,38;100;979,91;534
El Escorial;2020/09/01 09:33:00;;24,75;36;222,74;225;1392,15;549
Estremera;2020/09/01 09:33:00;;0;;238,1;17;1349,21;552
Fresnedillas de la Oliva;2020/09/01 09:33:00;;127,23;6;381,68;24;1526,72;565
Fresno de Torote;2020/09/01 09:33:00;;0;;180,1;20;900,5;571
Fuenlabrada;2020/09/01 09:33:00;112;57,82;1203;621,06;3960;2044,4;587
Fuente el Saz de Jarama;2020/09/01 09:33:00;8;119,47;39;582,44;186;2777,78;590
Fuentidueña de Tajo;2020/09/01 09:33:00;;0;5;243,55;31;1509,99;604
Galapagar;2020/09/01 09:33:00;6;17,78;79;234,13;477;1413,67;611
Garganta de los Montes;2020/09/01 09:33:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/09/01 09:33:00;;0;;0;;949,37;632
Gascones;2020/09/01 09:33:00;;0;;518,13;;518,13;647
Getafe;2020/09/01 09:33:00;142;77,44;704;383,91;2927;1596,19;650
Griñón;2020/09/01 09:33:00;;38,76;32;310,11;180;1744,36;663
Guadalix de la Sierra;2020/09/01 09:33:00;;32,19;8;128,74;65;1046,03;679
Guadarrama;2020/09/01 09:33:00;;24,95;20;124,75;281;1752,74;685
La Hiruela;2020/09/01 09:33:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/09/01 09:33:00;;0;;0;;2758,62;702
Hoyo de Manzanares;2020/09/01 09:33:00;;11,86;16;189,71;77;912,97;724
Humanes de Madrid;2020/09/01 09:33:00;9;45,59;154;780,02;370;1874,08;730
Leganés;2020/09/01 09:33:00;128;67,42;458;241,23;4507;2373,84;745
Loeches;2020/09/01 09:33:00;6;68,25;20;227,51;104;1183,03;758
Lozoya;2020/09/01 09:33:00;;0;;0;;172,12;761
Majadahonda;2020/09/01 09:33:00;36;50,12;266;370,34;1161;1616,41;800
Manzanares El Real;2020/09/01 09:33:00;;22,62;20;226,24;77;871,04;822
Meco;2020/09/01 09:33:00;;20,97;31;216,71;212;1482;838
Mejorada del Campo;2020/09/01 09:33:00;12;51,56;101;433,96;355;1525,31;843
Miraflores de la Sierra;2020/09/01 09:33:00;;0;13;212,84;59;965,95;856
El Molar;2020/09/01 09:33:00;;11,19;21;234,95;70;783,17;869
Los Molinos;2020/09/01 09:33:00;;45,57;15;341,76;84;1913,88;875
Montejo de la Sierra;2020/09/01 09:33:00;;283,29;;849,86;6;1699,72;881
Moraleja de Enmedio;2020/09/01 09:33:00;;38,94;9;175,23;50;973,52;894
Moralzarzal;2020/09/01 09:33:00;;7,68;23;176,57;119;913,56;908
Morata de Tajuña;2020/09/01 09:33:00;13;169,2;33;429,52;171;2225,69;915
Móstoles;2020/09/01 09:33:00;109;52,11;828;395,82;4209;2012,1;920
Navacerrada;2020/09/01 09:33:00;;33,65;5;168,24;32;1076,72;936
Navalafuente;2020/09/01 09:33:00;;69,01;7;483,09;21;1449,28;941
Navalagamella;2020/09/01 09:33:00;;0;7;268,2;17;651,34;954
Navalcarnero;2020/09/01 09:33:00;;13,65;60;204,79;332;1133,18;967
Navarredonda y San Mamés;2020/09/01 09:33:00;;0;;1550,39;;2325,58;973
Navas del Rey;2020/09/01 09:33:00;;0;6;205,62;94;3221,38;992
Madrid-Centro;2020/09/01 09:33:00;97;71,93;671;497,6;2541;1884,34;79601
Madrid-Arganzuela;2020/09/01 09:33:00;170;110,53;792;514,94;3169;2060,43;79602
Madrid-Retiro;2020/09/01 09:33:00;88;73,75;352;295,01;2458;2060,06;79603
Madrid-Salamanca;2020/09/01 09:33:00;133;91,03;457;312,79;2670;1827,47;79604
Madrid-Chamartín;2020/09/01 09:33:00;108;74,05;523;358,59;2762;1893,74;79605
Madrid-Tetuán;2020/09/01 09:33:00;110;69,61;705;446,14;3487;2206,64;79606
Madrid-Chamberí;2020/09/01 09:33:00;55;39,46;263;188,69;2406;1726,23;79607
Madrid-Fuencarral-El Pardo;2020/09/01 09:33:00;77;31,31;607;246,81;4571;1858,59;79608
Madrid-Moncloa-Aravaca;2020/09/01 09:33:00;46;38,52;380;318,21;2317;1940,23;79609
Madrid-Latina;2020/09/01 09:33:00;146;61,29;718;301,4;4777;2005,31;79610
Madrid-Carabanchel;2020/09/01 09:33:00;330;130,38;1718;678,79;6289;2484,8;79611
Madrid-Usera;2020/09/01 09:33:00;290;207,53;1372;981,82;4036;2888,2;79612
Madrid-Puente de Vallecas;2020/09/01 09:33:00;406;172,87;2389;1017,21;7575;3225,37;79613
Madrid-Moratalaz;2020/09/01 09:33:00;117;123,72;403;426,14;2263;2392,94;79614
Madrid-Ciudad Lineal;2020/09/01 09:33:00;202;93,4;1238;572,4;4559;2107,88;79615
Madrid-Hortaleza;2020/09/01 09:33:00;67;35,6;704;374,1;3222;1712,13;79616
Madrid-Villaverde;2020/09/01 09:33:00;244;163,82;1326;890,26;3897;2616,38;79617
Madrid-Villa de Vallecas;2020/09/01 09:33:00;91;82,45;601;544,56;2372;2149,23;79618
Madrid-Vicálvaro;2020/09/01 09:33:00;89;123,46;340;471,63;1558;2161,16;79619
Madrid-San Blas - Canillejas;2020/09/01 09:33:00;102;64,5;775;490,07;2894;1830;79620
Madrid-Barajas;2020/09/01 09:33:00;11;22,47;186;380,02;774;1581,37;79621
Puebla de la Sierra;2020/08/25 09:33:00;;0;;0;;0;
Robregordo;2020/08/25 09:33:00;;0;;0;;0;
Pinilla del Valle;2020/08/25 09:33:00;;0;;0;;0;
Alameda del Valle;2020/08/25 09:33:00;;0;;0;;0;
Madarcos;2020/08/25 09:33:00;;0;;0;;0;
Prádena del Rincón;2020/08/25 09:33:00;;0;;0;;0;
La Acebeda;2020/08/25 09:33:00;;0;;0;;0;
El Atazar;2020/08/25 09:33:00;;0;;0;;0;
Horcajuelo de la Sierra;2020/08/25 09:33:00;;0;;0;;0;
Pozuelo de Alarcón;2020/08/25 09:33:00;45;52,07;215;248,78;1237;1431,35;1150
San Agustín del Guadalix;2020/08/25 09:33:00;;29,9;40;298,98;158;1180,96;1296
Las Rozas de Madrid;2020/08/25 09:33:00;41;42,79;147;153,42;1154;1204,42;1277
Valdaracete;2020/08/25 09:33:00;;328,41;;328,41;9;1477,83;1551
Pozuelo del Rey;2020/08/25 09:33:00;;0;;0;5;435,92;1163
Ajalvir;2020/08/25 09:33:00;;21,22;;63,67;43;912,56;29
Perales de Tajuña;2020/08/25 09:33:00;;68,14;16;545,14;36;1226,58;1104
Valdemorillo;2020/08/25 09:33:00;15;119,83;47;375,46;111;886,72;1603
Velilla de San Antonio;2020/08/25 09:33:00;13;106,24;46;375,94;155;1266,75;1678
Villanueva de la Cañada;2020/08/25 09:33:00;8;37,3;36;167,87;228;1063,18;1760
Villanueva del Pardillo;2020/08/25 09:33:00;5;29,1;30;174,62;177;1030,27;1776
Nuevo Baztán;2020/08/25 09:33:00;;63,73;14;223,07;60;956,02;1006
Villamantilla;2020/08/25 09:33:00;;0;;69,4;9;624,57;1757
Villamanta;2020/08/25 09:33:00;;0;6;234,83;23;900,2;1744
El Álamo;2020/08/25 09:33:00;6;63,36;28;295,67;155;1636,75;40
Puentes Viejas;2020/08/25 09:33:00;;0;;0;;441,83;9020
Santorcaz;2020/08/25 09:33:00;;0;;0;8;902,93;1369
Venturada;2020/08/25 09:33:00;;46,23;;184,93;7;323,62;1697
Alcalá de Henares;2020/08/25 09:33:00;123;62,87;435;222,34;3243;1657,56;53
Valdemaqueda;2020/08/25 09:33:00;;0;;0;5;640,2;1599
Olmeda de las Fuentes;2020/08/25 09:33:00;;0;;287,36;5;1436,78;1013
Pinto;2020/08/25 09:33:00;33;62,83;95;180,86;523;995,7;1132
Los Santos de la Humosa;2020/08/25 09:33:00;;38,61;8;308,88;34;1312,74;1375
Alcobendas;2020/08/25 09:33:00;133;113,64;719;614,32;1994;1703,69;66
Pelayos de la Presa;2020/08/25 09:33:00;5;192,6;20;770,42;41;1579,35;1090
Alcorcón;2020/08/25 09:33:00;210;123,16;571;334,87;2857;1675,52;72
Talamanca de Jarama;2020/08/25 09:33:00;;25,93;12;311,12;82;2126;1454
San Lorenzo de El Escorial;2020/08/25 09:33:00;7;38,11;21;114,32;191;1039,8;1317
San Martín de la Vega;2020/08/25 09:33:00;29;151,28;82;427,75;269;1403,23;1322
Parla;2020/08/25 09:33:00;232;178,29;807;620,18;1869;1436,32;1065
Aldea del Fresno;2020/08/25 09:33:00;;0;;105,71;69;2431,29;88
Torremocha de Jarama;2020/08/25 09:33:00;;98,14;;294,41;17;1668,3;1533
Algete;2020/08/25 09:33:00;27;131;83;402,7;272;1319,68;91
Soto del Real;2020/08/25 09:33:00;;22,73;8;90,92;98;1113,76;1441
Valverde de Alcalá;2020/08/25 09:33:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/08/25 09:33:00;;24,18;9;217,6;23;556,09;1625
Valdeavero;2020/08/25 09:33:00;;193,05;;193,05;14;900,9;1564
Villamanrique de Tajo;2020/08/25 09:33:00;;0;;0;;568,99;1739
Valdilecha;2020/08/25 09:33:00;;68,19;10;340,95;40;1363,79;1659
Pezuela de las Torres;2020/08/25 09:33:00;;0;;0;;237,53;1111
Alpedrete;2020/08/25 09:33:00;;27,44;18;123,5;193;1324,19;105
Villar del Olmo;2020/08/25 09:33:00;;149,18;;198,91;14;696,17;1795
San Martín de Valdeiglesias;2020/08/25 09:33:00;;11,82;9;106,4;137;1619,58;1338
Torrelodones;2020/08/25 09:33:00;5;21,08;45;189,74;429;1808,83;1527
Torrejón de Velasco;2020/08/25 09:33:00;;22,82;17;387,95;44;1004,11;1505
Ambite;2020/08/25 09:33:00;;0;;168,92;8;1351,35;112
